script_id	status	timestamp
magenta-office-calculator.update_organizational_structure	E	20190427124407
organizational-structure.update	B	20190429124434
organizational-structure.update	E	20190429124659
organizational-structure.update_history	B	20190429124700
organizational-structure.update_history	E	20190429124707
organizational-structure.update	B	20190430134446
organizational-structure.update	E	20190430134813
organizational-structure.update	B	20190502133849
organizational-structure.update	E	20190502134120
organizational-structure.update	B	20190506121638
organizational-structure.update	E	20190506122011
magenta-office-calculator.update_organizational_structure	B	20190509123726
magenta-office-calculator.update_organizational_structure	E	20190509123728
organizational-structure.update	B	20190511120154
organizational-structure.update	E	20190511120453
magenta-office-calculator.update_organizational_structure	B	20190514122435
magenta-office-calculator.update_organizational_structure	E	20190514122439
organizational-structure.update	B	20190519181348
organizational-structure.update	E	20190519181810
organizational-structure.update_history	B	20190522120824
organizational-structure.update_history	E	20190522120831
organizational-structure.update	B	20190527124254
organizational-structure.update	E	20190527124522
organizational-structure.update_history	B	20190527124523
organizational-structure.update_history	E	20190527124529
magenta-office-calculator.update_organizational_structure	B	20190529130630
magenta-office-calculator.update_organizational_structure	E	20190529130635
organizational-structure.update_history	B	20190531124917
organizational-structure.update_history	E	20190531124924
organizational-structure.update_history	B	20190603141532
organizational-structure.update_history	E	20190603141541
magenta-office-calculator.update_organizational_structure	B	20190604134153
magenta-office-calculator.update_organizational_structure	E	20190604134155
magenta-office-calculator.update_organizational_structure	B	20190606123954
magenta-office-calculator.update_organizational_structure	E	20190606123957
organizational-structure.update	B	20190701132127
organizational-structure.update	E	20190701133128
organizational-structure.update	B	20190701133207
organizational-structure.update	E	20190701133212
organizational-structure.update	B	20200120164709
organizational-structure.update	E	20200120165530
organizational-structure.update_history	B	20200120165531
organizational-structure.update_history	E	20200120165623
magenta-office-calculator.update_organizational_structure	B	20200120165659
magenta-office-calculator.update_organizational_structure	E	20200120165706
organizational-structure.update	B	20200121104836
organizational-structure.update	E	20200121105850
organizational-structure.update_history	B	20200121105851
organizational-structure.update_history	E	20200121105913
magenta-office-calculator.update_organizational_structure	B	20200121111300
magenta-office-calculator.update_organizational_structure	E	20200121111316
magenta-office-calculator.update_organizational_structure	B	20200121144238
magenta-office-calculator.update_organizational_structure	E	20200121144240
organizational-structure.verify	B	20200121150305
organizational-structure.verify	E	20200121150335
organizational-structure.verify	B	20200121184134
organizational-structure.verify	E	20200121184134
magenta-office-calculator.update_simulation	B	20200122144952
organizational-structure.update_history	B	20200124112431
organizational-structure.update_history	E	20200124112441
organizational-structure.update	B	20200129130731
organizational-structure.update	E	20200129131321
magenta-office-calculator.update_organizational_structure	B	20200130142123
magenta-office-calculator.update_organizational_structure	E	20200130142125
magenta-office-calculator.update_organizational_structure	B	20200205082310
magenta-office-calculator.update_organizational_structure	E	20200205082317
organizational-structure.update_history	B	20200207113342
organizational-structure.update_history	E	20200207113355
magenta-office-calculator.update_organizational_structure	B	20200207114224
magenta-office-calculator.update_organizational_structure	E	20200207114228
organizational-structure.update_history	B	20200209091549
organizational-structure.update_history	E	20200209091603
magenta-office-calculator.update_organizational_structure	B	20200210113032
magenta-office-calculator.update_organizational_structure	E	20200210113036
organizational-structure.update	B	20200212120504
organizational-structure.update	E	20200212121103
magenta-office-calculator.update_organizational_structure	B	20200215182448
magenta-office-calculator.update_organizational_structure	E	20200215182450
magenta-office-calculator.update_organizational_structure	B	20200216104623
magenta-office-calculator.update_organizational_structure	E	20200216104628
organizational-structure.update	B	20200217110127
organizational-structure.update	E	20200217111043
organizational-structure.update	B	20190207100120
organizational-structure.update	B	20190207100909
organizational-structure.update	E	20190207101402
organizational-structure.update	B	20190207101811
organizational-structure.update	E	20190207102124
organizational-structure.update_history	B	20190207102920
organizational-structure.update_history	E	20190207102929
organizational-structure.verify	B	20190207111130
organizational-structure.verify	E	20190207111237
organizational-structure.verify	B	20190207142610
organizational-structure.verify	E	20190207142610
organizational-structure.verify	B	20190207142842
organizational-structure.verify	E	20190207142842
organizational-structure.verify	B	20190207143206
organizational-structure.verify	E	20190207143313
organizational-structure.verify	B	20190207143520
organizational-structure.verify	E	20190207143631
organizational-structure.verify	B	20190208111210
organizational-structure.verify	E	20190208111232
organizational-structure.verify	B	20190208111303
organizational-structure.verify	E	20190208111324
organizational-structure.verify	B	20190208134823
organizational-structure.verify	E	20190208134853
organizational-structure.update	B	20190219094913
organizational-structure.update	E	20190219095222
organizational-structure.update	B	20190225133734
organizational-structure.update	E	20190225133954
organizational-structure.update_history	B	20190225133955
organizational-structure.update_history	E	20190225134002
magenta-office-calculator.update_organizational_structure	B	20190225143006
magenta-office-calculator.update_organizational_structure	E	20190225143008
magenta-office-calculator.update_organizational_structure	B	20190227132335
magenta-office-calculator.update_organizational_structure	E	20190227132338
organizational-structure.update	B	20190304123236
organizational-structure.update	E	20190304123507
organizational-structure.update_history	B	20190304123508
organizational-structure.update_history	E	20190304123516
magenta-office-calculator.update_organizational_structure	B	20190304123536
magenta-office-calculator.update_organizational_structure	E	20190304123538
magenta-office-calculator.update_organizational_structure	B	20190306110823
magenta-office-calculator.update_organizational_structure	E	20190306110826
organizational-structure.update_history	B	20190307094053
organizational-structure.update_history	E	20190307094104
magenta-office-calculator.update_organizational_structure	B	20190307094110
magenta-office-calculator.update_organizational_structure	E	20190307094114
organizational-structure.update_history	B	20190311095921
organizational-structure.update_history	E	20190311095940
organizational-structure.update_history	B	20190313104422
organizational-structure.update_history	E	20190313104432
organizational-structure.update	B	20190317121624
organizational-structure.update	E	20190317121910
magenta-office-calculator.update_organizational_structure	B	20190320135401
magenta-office-calculator.update_organizational_structure	E	20190320135404
organizational-structure.update	B	20190322123823
organizational-structure.update	E	20190322124127
organizational-structure.update_history	B	20190322124128
organizational-structure.update_history	E	20190322124136
magenta-office-calculator.update_organizational_structure	B	20190322124143
magenta-office-calculator.update_organizational_structure	E	20190322124146
organizational-structure.update_history	B	20190329143741
organizational-structure.update_history	E	20190329143751
organizational-structure.update	B	20190408130434
organizational-structure.update	E	20190408130707
organizational-structure.update_history	B	20190410125752
organizational-structure.update_history	E	20190410125759
magenta-office-calculator.update_organizational_structure	B	20190411125924
magenta-office-calculator.update_organizational_structure	E	20190411125926
organizational-structure.update	B	20190416143520
organizational-structure.update	E	20190416143828
organizational-structure.update_history	B	20190424125319
organizational-structure.update_history	E	20190424125330
organizational-structure.update_history	B	20190426104636
organizational-structure.update_history	E	20190426104644
magenta-office-calculator.update_organizational_structure	B	20190426105211
magenta-office-calculator.update_organizational_structure	E	20190426105214
organizational-structure.update	B	20190428133119
organizational-structure.update	E	20190428133343
magenta-office-calculator.update_organizational_structure	B	20190429125644
magenta-office-calculator.update_organizational_structure	E	20190429125646
organizational-structure.update_history	B	20190430134815
organizational-structure.update_history	E	20190430134825
organizational-structure.update_history	B	20190502134122
organizational-structure.update_history	E	20190502134129
organizational-structure.update	B	20190505193336
organizational-structure.update	E	20190505193712
organizational-structure.update_history	B	20190505193714
organizational-structure.update_history	E	20190505193721
magenta-office-calculator.update_organizational_structure	B	20190505193802
magenta-office-calculator.update_organizational_structure	E	20190505193804
organizational-structure.update	B	20190508130935
organizational-structure.update	E	20190508131147
magenta-office-calculator.update_organizational_structure	B	20190512134638
magenta-office-calculator.update_organizational_structure	E	20190512134641
magenta-office-calculator.update_organizational_structure	B	20190513125618
magenta-office-calculator.update_organizational_structure	E	20190513125623
organizational-structure.update_history	B	20190514122242
organizational-structure.update_history	E	20190514122250
organizational-structure.update	B	20190515113821
organizational-structure.update	E	20190515114106
organizational-structure.update_history	B	20190515114107
organizational-structure.update_history	E	20190515114115
organizational-structure.update	B	20190517121732
organizational-structure.update	E	20190517122157
organizational-structure.update_history	B	20190517122158
organizational-structure.update_history	E	20190517122227
organizational-structure.update_history	B	20190519181811
organizational-structure.update_history	E	20190519181818
magenta-office-calculator.update_organizational_structure	B	20190520121823
magenta-office-calculator.update_organizational_structure	E	20190520121848
organizational-structure.update	B	20190522134805
organizational-structure.update	E	20190522135024
organizational-structure.update_history	B	20190522135025
organizational-structure.update_history	E	20190522135031
organizational-structure.update_history	B	20190523121926
organizational-structure.update_history	E	20190523121932
organizational-structure.update	B	20190525121028
organizational-structure.update	E	20190525121440
organizational-structure.update_history	B	20190525121441
organizational-structure.update_history	E	20190525121451
organizational-structure.update_history	B	20190526125449
organizational-structure.update_history	E	20190526125603
magenta-office-calculator.update_organizational_structure	B	20190526125621
magenta-office-calculator.update_organizational_structure	E	20190526125623
magenta-office-calculator.update_organizational_structure	B	20190527124726
magenta-office-calculator.update_organizational_structure	E	20190527124728
magenta-office-calculator.update_organizational_structure	B	20190528131812
magenta-office-calculator.update_organizational_structure	E	20190528131818
organizational-structure.update	B	20190531124643
organizational-structure.update	E	20190531124912
magenta-office-calculator.update_organizational_structure	B	20190610131244
magenta-office-calculator.update_organizational_structure	E	20190610131246
magenta-office-calculator.update_organizational_structure	B	20190611160549
magenta-office-calculator.update_organizational_structure	E	20190611160551
magenta-office-calculator.update_simulation	B	20190701134342
magenta-office-calculator.update_simulation	E	20190701145833
magenta-office-calculator.update_simulation	B	20190718131257
magenta-office-calculator.update_simulation	E	20190718154347
magenta-office-calculator.update_simulation	B	20190718155804
magenta-office-calculator.update_simulation	E	20190718160910
organizational-structure.update_history	B	20200121124840
organizational-structure.update_history	E	20200121124848
organizational-structure.verify	B	20200121182700
organizational-structure.verify	E	20200121182729
organizational-structure.update_history	B	20200122102119
organizational-structure.update_history	E	20200122102146
magenta-office-calculator.update_organizational_structure	B	20200122131415
magenta-office-calculator.update_organizational_structure	E	20200122131419
magenta-office-calculator.update_simulation	B	20200122144748
organizational-structure.update	B	20200123095224
organizational-structure.update	E	20200123101625
organizational-structure.update	B	20200123141900
organizational-structure.update	E	20200123142215
organizational-structure.update_history	B	20200123142217
organizational-structure.update_history	E	20200123142228
magenta-office-calculator.update_simulation	B	20200123152517
magenta-office-calculator.update_simulation	E	20200123173349
magenta-office-calculator.update_simulation	B	20200124160834
magenta-office-calculator.update_simulation	E	20200124175709
magenta-office-calculator.update_simulation	B	20200127112729
magenta-office-calculator.update_simulation	B	20200127113200
magenta-office-calculator.update_simulation	E	20200127145729
magenta-office-calculator.update_simulation	B	20200127181446
magenta-office-calculator.update_simulation	E	20200127182351
magenta-office-calculator.update_organizational_structure	B	20200129131604
magenta-office-calculator.update_organizational_structure	E	20200129131610
organizational-structure.update	B	20200130141812
organizational-structure.update	E	20200130142057
organizational-structure.update_history	B	20200130142103
organizational-structure.update_history	E	20200130142113
organizational-structure.update	B	20200203134035
organizational-structure.update	E	20200203134233
organizational-structure.update_history	B	20200203134235
organizational-structure.update_history	E	20200203134244
magenta-office-calculator.update_organizational_structure	B	20200203134427
magenta-office-calculator.update_organizational_structure	E	20200203134429
organizational-structure.update_history	B	20200206071747
organizational-structure.update_history	E	20200206071816
magenta-office-calculator.update_organizational_structure	B	20200214110647
magenta-office-calculator.update_organizational_structure	E	20200214110652
magenta-office-calculator.update_organizational_structure	B	20200219134234
magenta-office-calculator.update_organizational_structure	E	20200219134236
organizational-structure.update	B	20190207095711
organizational-structure.update	B	20190207105156
organizational-structure.update	E	20190207105446
organizational-structure.verify	B	20190207142531
organizational-structure.verify	E	20190207142531
organizational-structure.verify	B	20190207142631
organizational-structure.verify	E	20190207142631
organizational-structure.update_history	B	20190208104717
organizational-structure.update_history	E	20190208104734
organizational-structure.update_history	B	20190218111651
organizational-structure.update_history	E	20190218111657
magenta-office-calculator.update_organizational_structure	B	20190218111713
magenta-office-calculator.update_organizational_structure	E	20190218111715
magenta-office-calculator.update_organizational_structure	B	20190220095928
magenta-office-calculator.update_organizational_structure	E	20190220095931
organizational-structure.update	B	20190222091725
organizational-structure.update	E	20190222092047
magenta-office-calculator.update_organizational_structure	B	20190222092826
magenta-office-calculator.update_organizational_structure	E	20190222092829
organizational-structure.update_history	B	20190226093910
organizational-structure.update_history	E	20190226093920
magenta-office-calculator.update_organizational_structure	B	20190226095118
magenta-office-calculator.update_organizational_structure	E	20190226095122
organizational-structure.update	B	20190228141827
organizational-structure.update	E	20190228142222
magenta-office-calculator.update_organizational_structure	B	20190228143054
magenta-office-calculator.update_organizational_structure	E	20190228143057
magenta-office-calculator.update_organizational_structure	B	20190301080742
magenta-office-calculator.update_organizational_structure	E	20190301080748
organizational-structure.update	B	20190305102436
organizational-structure.update	E	20190305102759
organizational-structure.update_history	B	20190305102800
organizational-structure.update_history	E	20190305102809
organizational-structure.update	B	20190306094212
organizational-structure.update	E	20190306094539
organizational-structure.update	B	20190308092522
organizational-structure.update	E	20190308092954
organizational-structure.update_history	B	20190308092956
organizational-structure.update_history	E	20190308093008
magenta-office-calculator.update_organizational_structure	B	20190312124350
magenta-office-calculator.update_organizational_structure	E	20190312124352
organizational-structure.update_history	B	20190315105136
organizational-structure.update_history	E	20190315105148
organizational-structure.update_history	B	20190317121915
organizational-structure.update_history	E	20190317121922
organizational-structure.update	B	20190318101704
organizational-structure.update	E	20190318102358
organizational-structure.update_history	B	20190318102402
organizational-structure.update_history	E	20190318102419
magenta-office-calculator.update_organizational_structure	B	20190318102429
magenta-office-calculator.update_organizational_structure	E	20190318102434
magenta-office-calculator.update_organizational_structure	B	20190319120511
magenta-office-calculator.update_organizational_structure	E	20190319120513
organizational-structure.update	B	20190320135024
organizational-structure.update	E	20190320135315
organizational-structure.update_history	B	20190320135316
organizational-structure.update_history	E	20190320135326
magenta-office-calculator.update_organizational_structure	B	20190324195344
magenta-office-calculator.update_organizational_structure	E	20190324195346
organizational-structure.update_history	B	20190328122332
organizational-structure.update_history	E	20190328122340
magenta-office-calculator.update_organizational_structure	B	20190328122930
magenta-office-calculator.update_organizational_structure	E	20190328122933
organizational-structure.update	B	20190330151234
organizational-structure.update	E	20190330151453
organizational-structure.update_history	B	20190330151456
organizational-structure.update_history	E	20190330151503
organizational-structure.update	B	20190401100348
organizational-structure.update	E	20190401100718
organizational-structure.update_history	B	20190402133516
organizational-structure.update_history	E	20190402133524
magenta-office-calculator.update_organizational_structure	B	20190406131139
magenta-office-calculator.update_organizational_structure	E	20190406131141
magenta-office-calculator.update_organizational_structure	B	20190408130936
magenta-office-calculator.update_organizational_structure	E	20190408130938
organizational-structure.update	B	20190412142047
organizational-structure.update	E	20190412142251
organizational-structure.update_history	B	20190412142252
organizational-structure.update_history	E	20190412142258
magenta-office-calculator.update_simulation	B	20190412172718
magenta-office-calculator.update_simulation	E	20190412183126
magenta-office-calculator.update_organizational_structure	B	20190416144647
magenta-office-calculator.update_organizational_structure	E	20190416144649
organizational-structure.update	B	20190421121018
organizational-structure.update	E	20190421121235
organizational-structure.update_history	B	20190421121237
organizational-structure.update_history	E	20190421121244
organizational-structure.update	B	20190501200534
organizational-structure.update	E	20190501200859
magenta-office-calculator.update_organizational_structure	B	20190501201328
magenta-office-calculator.update_organizational_structure	E	20190501201330
organizational-structure.update_history	B	20190503141027
organizational-structure.update_history	E	20190503141035
organizational-structure.update_history	B	20190508131148
organizational-structure.update_history	E	20190508131154
magenta-office-calculator.update_organizational_structure	B	20190508132033
magenta-office-calculator.update_organizational_structure	E	20190508132035
organizational-structure.update	B	20190510120938
magenta-office-calculator.update_organizational_structure	B	20190510120949
organizational-structure.update	E	20190510121249
organizational-structure.update_history	B	20190510121250
organizational-structure.update_history	E	20190510121259
magenta-office-calculator.update_organizational_structure	B	20190510121425
magenta-office-calculator.update_organizational_structure	E	20190510121427
magenta-office-calculator.update_organizational_structure	B	20190512135510
magenta-office-calculator.update_organizational_structure	E	20190512135512
magenta-office-calculator.update_organizational_structure	B	20190515114510
magenta-office-calculator.update_organizational_structure	E	20190515114512
magenta-office-calculator.update_organizational_structure	B	20190516123709
magenta-office-calculator.update_organizational_structure	E	20190516123712
magenta-office-calculator.update_organizational_structure	B	20190518214649
magenta-office-calculator.update_organizational_structure	E	20190518214651
magenta-office-calculator.update_organizational_structure	B	20190521142408
magenta-office-calculator.update_organizational_structure	E	20190521142409
organizational-structure.update	B	20190522120556
organizational-structure.update	E	20190522120823
magenta-office-calculator.update_organizational_structure	B	20190522121335
magenta-office-calculator.update_organizational_structure	E	20190522121337
magenta-office-calculator.update_organizational_structure	B	20190522140533
magenta-office-calculator.update_organizational_structure	E	20190522140535
organizational-structure.update	B	20190524120017
organizational-structure.update	E	20190524120503
organizational-structure.update	B	20190528131039
organizational-structure.update	E	20190528131732
organizational-structure.update_history	B	20190528131734
organizational-structure.update_history	E	20190528131748
organizational-structure.update	B	20190530123842
organizational-structure.update	E	20190530124131
organizational-structure.update_history	B	20190530124132
organizational-structure.update_history	E	20190530124140
magenta-office-calculator.update_organizational_structure	B	20190531130441
magenta-office-calculator.update_organizational_structure	E	20190531130443
organizational-structure.update	B	20190602161159
organizational-structure.update	E	20190602161448
organizational-structure.update_history	B	20190602161452
organizational-structure.update_history	E	20190602161500
organizational-structure.update	B	20190605120230
organizational-structure.update	E	20190605120513
organizational-structure.update_history	B	20190605120518
organizational-structure.update_history	E	20190605120526
organizational-structure.update	B	20190606122312
organizational-structure.update	E	20190606122607
organizational-structure.update_history	B	20190606122612
organizational-structure.update_history	E	20190606122620
magenta-office-calculator.update_organizational_structure	B	20190607120649
magenta-office-calculator.update_organizational_structure	E	20190607120652
organizational-structure.update	B	20190610130341
organizational-structure.update	E	20190610130654
organizational-structure.update_history	B	20190610130658
organizational-structure.update_history	E	20190610130706
organizational-structure.update	B	20200121132138
organizational-structure.update	E	20200121132505
organizational-structure.update_history	B	20200121132507
organizational-structure.update_history	E	20200121132539
organizational-structure.update	B	20200121132541
organizational-structure.update	E	20200121132639
organizational-structure.update_history	B	20200121132641
organizational-structure.update_history	E	20200121132642
magenta-office-calculator.update_organizational_structure	B	20200121144116
magenta-office-calculator.update_organizational_structure	E	20200121144120
magenta-office-calculator.update_organizational_structure	B	20200121144226
magenta-office-calculator.update_organizational_structure	E	20200121144228
organizational-structure.verify	B	20200121150420
organizational-structure.verify	E	20200121150451
magenta-office-calculator.update_simulation	B	20200122144159
magenta-office-calculator.update_organizational_structure	B	20200124112506
magenta-office-calculator.update_organizational_structure	E	20200124112509
organizational-structure.update	B	20200127110622
organizational-structure.update	E	20200127112555
organizational-structure.update_history	B	20200127112604
organizational-structure.update_history	E	20200127112637
magenta-office-calculator.update_organizational_structure	B	20200128122431
magenta-office-calculator.update_organizational_structure	E	20200128122435
organizational-structure.update	B	20200206070721
organizational-structure.update	E	20200206071740
organizational-structure.update	B	20200207112725
organizational-structure.update	E	20200207113336
organizational-structure.update	B	20200208223238
organizational-structure.update	E	20200208223423
organizational-structure.update_history	B	20200208223429
organizational-structure.update_history	E	20200208223437
magenta-office-calculator.update_organizational_structure	B	20200208223529
magenta-office-calculator.update_organizational_structure	E	20200208223531
magenta-office-calculator.update_organizational_structure	B	20200209091641
magenta-office-calculator.update_organizational_structure	E	20200209091645
organizational-structure.update	B	20200210111803
organizational-structure.update	E	20200210112135
magenta-office-calculator.update_simulation	B	20200210113325
magenta-office-calculator.update_simulation	E	20200210144550
magenta-office-calculator.update_organizational_structure	B	20200213085546
magenta-office-calculator.update_organizational_structure	E	20200213085552
organizational-structure.update	B	20200214105807
organizational-structure.update	E	20200214110553
organizational-structure.update_history	B	20200214110559
organizational-structure.update_history	E	20200214110617
organizational-structure.update	B	20200216103600
organizational-structure.update	E	20200216104428
organizational-structure.update_history	B	20200216104429
organizational-structure.update_history	E	20200216104450
organizational-structure.verify	B	20200218171719
organizational-structure.verify	E	20200218171745
